run8 >
   182 |   4838.4 |         1247.578 |         1257.600 |                  |  yes   
   183 |   4838.0 |         1234.652 |         1258.275 |                  |  no    
   184 |   4838.3 |         1233.029 |         1257.414 |                  |  yes   
   185 |   4838.3 |         1231.807 |         1259.166 |                  |  no    
   186 |   4838.3 |         1231.375 |         1257.627 |                  |  no    
   187 |   4838.4 |         1231.186 |         1260.146 |                  |  no    
   188 |   4838.4 |         1230.803 |         1259.058 |                  |  no    
   189 |   4838.5 |         1230.595 |         1259.410 |                  |  no    
   190 |   4838.3 |         1229.959 |         1259.156 |                  |  no    
   191 |   4838.4 |         1230.204 |         1261.344 |                  |  no    
   192 |   4838.5 |         1230.144 |         1261.272 |                  |  no    
   193 |   4838.4 |         1229.542 |         1260.845 |                  |  no    
   194 |   4838.1 |         1229.444 |         1260.589 |                  |  no    
   195 |   4838.4 |         1229.639 |         1261.786 |                  |  no    
   196 |   4838.5 |         1229.064 |         1259.902 |                  |  no    
   197 |   4838.3 |         1229.372 |         1260.195 |                  |  no    
   198 |   4838.2 |         1228.967 |         1261.472 |                  |  no    
   199 |   4838.4 |         1228.902 |         1261.322 |                  |  no    
   200 |   4838.3 |         1229.006 |         1259.991 |                  |  no    
   201 |   4838.7 |         1228.840 |         1261.771 |                  |  no    
   202 |   4838.3 |         1228.626 |         1261.779 |                  |  no    
   203 |   4838.4 |         1228.529 |         1260.768 |                  |  no    
   204 |   4838.4 |         1228.246 |         1261.284 |                  |  no    
   205 |   4838.1 |         1228.246 |         1262.655 |                  |  no    
   206 |   4838.2 |         1228.142 |         1264.373 |                  |  no    
   207 |   4838.4 |         1228.018 |         1261.925 |                  |  no    
   208 |   4838.4 |         1227.953 |         1262.492 |                  |  no    
   209 |   4838.3 |         1227.948 |         1262.126 |                  |  no    
   210 |   4838.2 |         1227.971 |         1261.199 |                  |  no    
   211 |   4838.3 |         1227.583 |         1261.354 |                  |  no    
   212 |   4838.4 |         1227.467 |         1260.257 |                  |  no    
   213 |   4838.3 |         1227.357 |         1261.143 |                  |  no    
   214 |   4838.2 |         1227.464 |         1262.174 |                  |  no    
   215 |   4838.5 |         1227.206 |         1262.465 |                  |  no    
   216 |   4838.4 |         1227.112 |         1262.905 |                  |  no    
   217 |   4838.4 |         1227.242 |         1262.671 |                  |  no    
   218 |   4838.5 |         1227.213 |         1263.728 |                  |  no    
   219 |   4838.2 |         1227.143 |         1261.696 |                  |  no    
   220 |   4838.5 |         1226.881 |         1262.968 |                  |  no    
   221 |   4838.1 |         1226.641 |         1263.684 |                  |  no    
   222 |   4838.4 |         1226.889 |         1262.432 |                  |  no    
   223 |   4838.1 |         1226.719 |         1262.807 |                  |  no    
   224 |   4838.3 |         1226.836 |         1262.512 |                  |  no    
   225 |   4838.1 |         1226.724 |         1262.819 |                  |  no    
   226 |   4838.1 |         1226.599 |         1263.175 |                  |  no    
   227 |   4838.2 |         1226.727 |         1263.090 |                  |  no    
   228 |   4838.5 |         1226.195 |         1264.044 |                  |  no    
   229 |   4838.2 |         1226.343 |         1263.555 |                  |  no    
   230 |   4838.4 |         1226.111 |         1261.994 |                  |  no    
   231 |   4838.3 |         1226.198 |         1264.288 |                  |  no    
   232 |   4838.4 |         1225.544 |         1263.273 |                  |  no    
   233 |   4838.2 |         1225.984 |         1262.221 |                  |  no    
   234 |   4838.1 |         1226.239 |         1262.246 |                  |  no    

   
