   181 |   4838.0 |         1248.699 |         1258.399 |                  |  yes   
   182 |   4837.9 |         1235.058 |         1257.547 |                  |  yes   
   183 |   4838.2 |         1233.120 |         1258.065 |                  |  no    
   184 |   4838.0 |         1232.380 |         1259.073 |                  |  no    
   185 |   4838.1 |         1232.074 |         1258.164 |                  |  no    
   186 |   4837.9 |         1231.939 |         1260.090 |                  |  no    
   187 |   4838.1 |         1231.303 |         1259.896 |                  |  no    
   188 |   4838.4 |         1230.882 |         1259.539 |                  |  no    
   189 |   4838.1 |         1230.797 |         1260.794 |                  |  no    
   190 |   4838.2 |         1230.839 |         1259.918 |                  |  no    
   191 |   4838.2 |         1230.439 |         1260.631 |                  |  no    
   192 |   4838.0 |         1230.160 |         1260.597 |                  |  no    
   193 |   4838.4 |         1230.115 |         1261.521 |                  |  no    
   194 |   4838.2 |         1229.735 |         1261.889 |                  |  no    
   195 |   4838.3 |         1230.120 |         1260.004 |                  |  no    
   196 |   4838.7 |         1229.431 |         1260.521 |                  |  no    
   197 |   4837.9 |         1229.415 |         1260.733 |                  |  no    
   198 |   4838.3 |         1229.587 |         1260.454 |                  |  no    
   199 |   4838.6 |         1229.339 |         1260.256 |                  |  no    
   200 |   4838.2 |         1228.991 |         1260.558 |                  |  no    
   201 |   4837.9 |         1229.091 |         1260.955 |                  |  no    
   202 |   4838.0 |         1228.863 |         1261.925 |                  |  no    
   203 |   4838.0 |         1229.006 |         1262.248 |                  |  no    
   204 |   4838.1 |         1229.018 |         1262.412 |                  |  no    
   205 |   4838.3 |         1228.596 |         1263.639 |                  |  no    
   206 |   4838.1 |         1228.620 |         1262.845 |                  |  no    
   207 |   4838.3 |         1228.553 |         1261.552 |                  |  no    
   208 |   4838.2 |         1228.377 |         1261.753 |                  |  no    
   209 |   4838.4 |         1228.232 |         1262.013 |                  |  no    
   210 |   4838.3 |         1227.970 |         1262.960 |                  |  no    
   211 |   4838.2 |         1228.005 |         1262.437 |                  |  no    
   212 |   4838.1 |         1228.038 |         1262.521 |                  |  no    
